;clean_tw;tw_text
3385;leav north carolina big crowd fun;Leaving for North Carolina. Big crowd, will be fun!
3386;dont believ million dollar phoni televis ad lightweight rubio r establish dishonest peopl;Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!
3387;new ad concern lightweight senat marco rubio;New ad concerning lightweight Senator Marco Rubio: URLi
3388;great michigan rememb presidenti candid bring job back usand protect car industri;It was great being in Michigan. Remember, I am the only presidential candidate who will bring jobs back to the U.S.and protect car industry!
3389;setup underway ralli madison msprimari thank;"""@justin_sellers: Setup is underway @realDonaldTrump rally in Madison. #MSPrimary URLi"" Thank you!"
3390;lightweight senat marco rubio featur trump univ student fl attack ad submit excel review;"Lightweight Senator Marco Rubio features Trump Univ. students in FL. attack ads- who submitted ""excellent"" reviews. URLi"
3391;thank idaho love potato nobodi grow better presid protect market;Thank you Idaho! I love your potatoes-  nobody grows them better. As  President, I will protect your market. URLi
3392;new ad concern lightweight senat marco rubio;New ad concerning lightweight Senator Marco Rubio:  URLi
3393;interview tonight timm est enjoy;I will be interviewed by @SeanHannity tonight at TIMME EST on @FoxNews! Enjoy!
3394;cruz came mississippi nobodi left state ralli madison m thank;Cruz came to Mississippi, there was nobody there, he left the state. I had a rally in Madison, MS with 10,000!  Thank you!
3395;last huffington post pollster trump;"""@DanScavino: The last Huffington Post Pollster has @realDonaldTrump #1 @ 23.2%. #Trump2016 URLi"""
3396;rt anoth day offic proud father;"RT @EricTrump: Just another day at the ""office"". Very proud of my father, @realDonaldTrump URLi"
3397;wish good luck republican candid travel california beg money etc koch brother puppet;I wish good luck to all of the Republican candidates that traveled to California to beg for money etc. from the Koch Brothers. Puppets?
3398;get thing done america;"""@Dark_Red_Hair2: .@realDonaldTRUMP will get things done for America URLi"""
3399;gotrump makeamericagreatagain gop trump;"""@RoniSeale: @DanScavino  @FoxNews @EricTrump @ericbolling #GoTrump #MakeAmericaGreatAgain #gop #Trump2016 URLi"""
3400;vote makeamericagreatagain;"""@winkiechance: @VickyBrush @RWSurferGirl @realDonaldTrump He has MY vote too! #MakeAmericaGreatAgain"""
3401;gop treet reagan way beat em turn as kisser;"""@scorpio5053: @nowandthan @RealMarkCole @realDonaldTrump The GOP TREETED Reagan the same way. Until he beat em then turned into ass kissers"
3402;domin social medium twitter edg;"""@gqforbes: DOMINATING SOCIAL MEDIA! @realDonaldTrump's twitter edge @DanScavino @FoxNews @EricTrump @ericbolling"" URLi"
3403;amen gop elit call reagan cowboy b movi actor dangerousunelectabletrump;"""@DavidBougs:  @scorpio5053 @nowandthan @RealMarkCole Amen! GOP elite called Reagan a cowboy, B- movie actor, dangerous,unelectable.Trump!"
3404;interview tomorrow morn timm enjoy;I will be interviewed on @foxandfriends tomorrow morning at TIMME. Enjoy!
3405;congratul lead poll current acquir center stage posit upcom debat;"""@CoachZachCooper:  Congratulations on leading the polls currently and for acquiring the Center Stage Position In The Upcoming Debates!"""
3406;donald trump sum one wordtrailblaz thank;"""@IvoryRymes: @realDonaldTrump Donald Trump summed up in one word.....TRAILBLAZER !!!"" Thanks."
3407;well watch makeamericagreatagain;"""@TPFA_KathyA_1: We'll be watching. @realDonaldTrump 2016! Will #MakeAmericaGreatAgain @foxandfriends : URLi"""
3408;mr trump next presid unit state next presid reagangod bless america;"""@brady2edelman: @realDonaldTrump Mr. Trump you are the next President of the United States. And the next President Reagan.God Bless America"
3409;way presid trump lose elect win histor landslid greatest potu ever thank;"""@RaxsonDFS: There is no way President Trump loses this election. He will win by historical landslide. Will be greatest #POTUS ever!"" Thanks"
3410;trump man;"""@squirtlong: @realDonaldTrump @foxandfriends Trumps the Man of 2016!"""
3411;rt interview tomorrow morn timm enjoy;"""@AliasHere: RT @realDonaldTrump: I will be interviewed on @foxandfriends tomorrow morning at TIMME. Enjoy!"""
3412;ill watch cant wait becom presid trump;"""@WreckThisPro: @realDonaldTrump @foxandfriends I'll be watching it. Can't wait until you become our president Trump."""
3413;look forward;"""@adair_ariel: @realDonaldTrump @foxandfriends looking forward to it!"""
3414;rove suffer defeat makeamericagreatagain;"""@Patrick0215: @Thatsalrighty @oreillyfactor @FoxNews @KarlRove Rove is suffering from @JebBush defeatism. #MakeAmericaGreatAgain"""
3415;jeb bush couldnt shine mr trump shoesgiv break bush;"""@gulfportedd: @realDonaldTrump Jeb bush couldn't shine MR trumps shoes...give me a break. Bushes are so over..."""
3416;alway wonder fox kept rove disastr elect predict joke;"""@LBabcock2:  @oreillyfactor @FoxNews I have always wondered why Fox kept Rove on after his disastrous election predictions."" He is a joke!"
3417;go trump;"""@sparkey03: @realDonaldTrump Go #Trump2016"""
3418;trumponcnn reveal charact spirit even chang subject abruptli spoke heart;"""@ywu510: #TrumpOnCNN revealed character and spirit. Even as @donlemon changed subjects abruptly, @realDonaldTrump spoke from heart."
3419;interview morn timm thank great poll result;Will be interviewed on @GMA this morning at TIMME. Thanks for the GREAT poll results!
3420;megyn kelli top cabl news megyn say thank donald also say thank;"""@DRUDGE_REPORT: MEGYN KELLY TOP OF CABLE NEWS... URLi"" Megyn, say ""thank you Donald!"" @FoxNews also should say ""thanks!"""
3421;terribl deal iran;A terrible deal with Iran! URLi
3422;great job morn tell like also thx nice mention book sound great;.@kevinolearytv Great job on @foxandfriends this morning. You tell it like it is! Also, thx for the nice mention. Your book sounds great!
3423;gop nomin poll seen;2016 GOP Nomination Polls have me as #1 as seen on @SpecialReport with @BretBaier. URLi
3424;track poll pollster nationwidehuffpost pollster gop;Tracking 149 polls from 29 pollsters nationwide/HuffPost Pollster #GOP URLi
3425;first place lot poll tie first place ben carson one iowa poll thought knew thisthank;.@brithume, I am in first place by a lot in all polls, tied for first place with Ben Carson in one Iowa poll. I thought you knew this-thanks
3426;obama left american hostag iran trump sadli true;"""@LettyNTX: Obama left our American hostages in Iran. #Trump2016 @realDonaldTrump"" Sadly, so true!"
3427;deal iran go one incompet ever made u lost virtual everi point dont win anymor;The deal with Iran will go down as one of the most incompetent ever made. The U.S. lost on virtually every point. We just don't win anymore!
3428;draw big enthusiast crowd medium refus show discus someth big happen;I have been drawing very big and enthusiastic crowds, but the media refuses to show or discuss them. Something very big is happening!
3429;crook hillari flood airwav fals mislead ad paid bos wall street medium protect;Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!
3430;heard nice friday littl donni big failur tv amp someon help nasti irrelev;"I heard that @Morning_Joe was very nice on Friday but that little Donny D, a big failure in TV (&amp; someone I helped), was nasty. Irrelevant!"
3431;video hillari refer black super predat need brought heel;"""@Jimbos2002:  @Morning_Joe Video: Hillary referring to blacks as super predators that need to be brought to heel. URLi"""
3432;trump victori novemb maga trumppenc;"""@SinAbunz_TM: @realDonaldTrump TRUMP VICTORY IN NOVEMBER!  #MAGA #TrumpPence16"""
3433;teamtrump need show crowd ralli use periscop show hc yt viewer v dtk;"""@55Lidsville:  #TeamTrump @KellyannePolls You need to show the crowds at the rallies use Periscope! Show HC's 139 YT viewers vs DT 38K"""
3434;ad actual good;"""@Brainykid2010: @shl @realDonaldTrump The ad was actually very good!"""
3435;busi week plan heavi focu job nation secur top execut come timm talk manufactur america;Busy week planned with a heavy focus on jobs and national security. Top executives coming in at TIMME  to talk manufacturing in America.
3436;legal system broken refuge allow u sinc travel repriev hail seven suspect countri wt danger;"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!"
3437;read great border wall cost govern origin thought gotten involv;I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.....
3438;design negoti yet like f fighterjet air forc one program price come way;...design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!
3439;melania host japanes prime minist shinzo abe mr abe maralago palm beach fla wonder coupl;Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!
3440;hank greenberg formerli aig gave million campaign month ago happi total wast money;Hank Greenberg, formerly of AIG, gave $10 million to the @JebBush campaign 3 months ago. He is not happy, a total waste of money!
3441;good news jeb bush;Not good news for Jeb Bush  URLi
3442;make great progress healthcar obamacar implod get wors republican come togeth get job done;We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!
3443;medium coverag morn averag clinton speech convent joke littl watch sad;The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!
3444;crook hillari clinton made fact forgot mention mani problem countri averag scream;"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!"
3445;two policeman shot san diego one dead get wors peopl want law order;Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!
3446;campaign statement;CAMPAIGN STATEMENT:  URLi
3447;believ scienc dem code shut coal mine steel plant remain manufactur;"""@AnnCoulter: ""I believe in science"" Dem code for ""we're shutting down coal mines, steel plants and any other remaining manufacturing"""""
3448;join univers northwestern ohio tonight timm ticket;Join @mike_pence at the University of Northwestern Ohio- tonight at TIMME. Tickets: URLi
